order_date,sku_id,order_quantity
2019-03-08,1624CA,2
2019-02-14,3551CA,2000
2019-07-13,1077CA,504
2019-03-07,2060AA,2
2019-08-08,3193AA,6
2019-08-18,3250CA,50
2019-04-24,2039CA,11
2019-06-16,3138CA,4
2019-02-14,1382CA,15
2019-03-22,3084CA,4
2019-12-04,1163CA,72
2019-08-11,3138CA,34
2019-08-11,2142CA,1
2019-12-03,2673BA,2750
2019-02-27,1499CA,6
2019-07-23,2953CA,6
2019-08-25,3138CA,5
2019-05-08,3551CA,1000
2019-06-12,2331CA,40
2020-05-17,2994CA,1
2020-05-30,3512AA,2000
2019-11-04,1624AA,3
2020-02-18,3533CA,2000
2020-05-18,2291AA,437
2020-04-03,1499CA,1
2019-04-09,1009AA,250
2019-09-01,1445BA,2
2019-02-23,2060AA,11
2020-05-28,2970CA,1
2019-12-26,2953BA,60
2019-02-27,2923CA,3
2020-01-24,2501CA,123
2020-04-03,1163CA,10
2020-02-20,3413AA,2
2020-04-13,2277AA,500
2019-03-30,1379CA,10
2020-01-15,2970CA,1
2019-12-14,1077CA,12276
2019-07-28,2139BA,1
2019-05-11,2331CA,510
2019-12-25,2331CA,143
2019-07-08,1497CA,250
2019-03-10,3125AA,2
2019-12-30,2326CA,50
2020-06-05,3193AA,3
2020-03-16,2013AA,200
2019-04-19,2673BA,220
2019-02-15,2508BA,1
2019-06-14,3619CA,1367
2020-03-24,1317CA,1
2019-09-21,1624AA,1
2019-11-30,3138CA,10
2020-03-27,3399AA,4
2019-06-14,2291AA,560
2019-08-05,2513CA,1
2019-06-27,1514BA,1
2020-06-11,3132BA,1
2019-06-23,2212AA,6
2020-01-01,2337CA,308
2019-11-23,3399AA,8
2019-04-01,3160BA,5
2019-11-29,3358BA,2
2019-09-16,2348BA,1
2020-02-10,3399AA,4
2019-11-21,3512AA,60
2019-12-20,1499CA,1
2019-05-26,1479CA,2
2020-04-15,1206BA,189
2019-10-15,1379CA,7
2020-05-08,2970CA,1
2020-03-25,2066AA,12
2019-02-02,2956AA,5
2019-02-16,1403CA,7
2020-03-16,2501CA,164
2020-04-06,2293AA,80
2020-06-03,3250CA,50
2019-09-09,2337CA,184
2020-03-26,2326CA,9
2020-03-09,1497CA,138
2020-05-20,2729AA,37
2019-05-28,1077CA,1073
2019-08-21,3407CA,4
2019-04-30,1464AA,2
2020-05-10,3551CA,10000
2020-01-15,3125AA,2
2019-08-15,2331CA,641
2020-04-21,3404CA,5
2020-03-17,3619CA,228
2019-09-26,1497CA,51
2020-03-27,2170BA,6
2019-09-08,3132BA,1
2019-06-18,3495CA,38
2020-03-20,1992AA,1.5
2019-04-25,1479CA,10
2019-10-12,3345AA,2
2019-02-03,2326CA,97
2020-03-14,3378CA,10
2019-12-20,2223AA,6
2019-11-07,3448CA,25
2019-05-11,2970CA,1
2019-03-29,2956AA,5
2019-04-20,3619CA,1377
2019-05-07,2564BA,50
2020-05-18,1464AA,2
2019-03-08,2317CA,1530
2020-03-05,1970CA,95
2020-03-24,3576BA,8
2019-02-16,2867AA,9
2020-04-23,2025AA,148
2019-04-06,3404CA,10
2020-02-08,1497CA,250
2019-10-10,3590BA,24
2019-05-13,2054CA,4
2019-05-09,2876CA,2
2020-06-10,3120BA,3
2019-06-13,2673BA,2240
2019-10-26,3533CA,100
2019-09-07,3448CA,20
2019-08-09,3053AA,30
2020-02-17,1499CA,2
2020-04-19,1956CA,1
2020-05-11,1382CA,11
2020-04-22,2727CA,613
2019-12-06,2956AA,3
2019-02-14,2876CA,1
2019-04-25,1145BA,50
2019-10-30,1586CA,2
2019-03-09,3556AA,8
2019-04-12,3193AA,2
2020-04-01,1145BA,194
2019-04-28,1511CA,20
2019-03-24,2970CA,1
2019-12-04,3448CA,20
2019-07-03,2053BA,17
2019-06-06,2021CA,12
2020-04-22,1379CA,10
2019-06-25,1379CA,7
2019-12-27,1445BA,2
2020-06-05,3448CA,25
2019-06-01,2484BA,29
2019-11-27,2487BA,72
2020-04-01,1624AA,4
2019-06-05,1995AA,301.5
2019-04-28,2227AA,12
2019-11-21,1956AA,1
2019-09-26,2096BA,2
2019-02-12,3495CA,100
2019-06-21,3423CA,2
2020-05-12,3494AA,102
2019-03-17,1511CA,20
2020-03-24,1499AA,249.6
2019-10-12,1445BA,2
2020-04-23,2331CA,182
2019-09-08,1970CA,40
2019-04-10,1990AA,945
2020-03-01,1497CA,36
2020-03-20,3533CA,1200
2019-06-09,1906CA,2
2019-09-19,3423CA,2
2019-09-18,1499AA,200
2019-09-14,2331CA,31
2019-11-18,1224AA,63
2019-05-20,2501CA,495
2019-08-03,2564BA,30
2019-10-19,2041CA,6
2020-02-10,3399AA,5
2020-02-03,3462AA,50
2019-10-22,1970CA,25
2020-05-29,3407CA,4
2019-05-12,1479CA,6
2019-09-30,2229CA,3
2019-11-21,1161AA,21
2019-04-17,2970CA,2
2020-04-09,1486CA,5
2019-11-11,1126CA,300
2020-06-05,1906CA,2
2019-11-09,2763CA,1
2020-01-29,2501CA,748
2019-07-03,1366BA,1
2020-05-24,1514BA,1
2019-05-05,3138CA,2
2019-11-30,2840AA,311
2019-12-15,2763CA,118
2020-01-30,1956CA,1
2019-08-15,1993AA,30
2019-12-15,2923CA,5
2019-04-02,1445BA,2
2019-06-08,3138CA,15
2019-05-20,1234BA,449
2019-08-29,2331CA,105
2019-06-08,3125AA,3
2020-02-22,1499CA,2
2019-03-30,3576BA,16
2019-08-11,1266CA,1
2019-10-25,1497CA,212
2019-04-18,2013AA,1
2020-05-27,2953BA,30
2019-06-16,1907AA,1
2019-08-01,2291AA,438
2020-01-14,3399AA,4
2019-08-21,3178CA,1
2019-11-16,3250CA,1230
2019-05-14,2923CA,34
2019-10-10,3079BA,132
2019-12-08,3551CA,500
2019-08-28,2041CA,5
2019-03-31,2501CA,1500
2019-04-19,1630BA,1
2020-02-15,2396CA,2122
2019-05-20,3423CA,2
2020-06-12,3420AA,2
2019-11-28,2396CA,4344
2019-04-28,3423CA,2
2019-03-16,2227AA,4
2019-09-07,3177CA,67.5
2019-02-10,1990AA,55
2020-04-15,3512AA,6543
2019-06-19,1436BA,2
2019-12-29,1630BA,1
2020-03-12,3462AA,20
2019-12-05,1193BA,81
2019-04-03,2326CA,300
2020-04-08,3533CA,1000
2019-09-22,1317CA,1
2019-02-24,2115CA,1
2019-04-16,1479CA,10
2019-09-17,3590BA,8
2020-05-06,2212AA,3
2020-01-20,2041CA,4
2020-01-17,1497CA,9
2019-07-20,1403CA,3
2020-02-07,1009AA,143
2019-11-08,2876CA,2
2019-10-06,3551CA,100
2019-04-05,1077CA,1913
2020-04-17,3138CA,4
2020-06-08,1906CA,1
2020-01-05,2938CA,11
2020-04-14,3590BA,5
2019-02-12,1582CA,1
2020-02-22,3533CA,109
2019-10-31,2515BA,28
2020-04-16,1630BA,3
2020-05-25,3053AA,9
2020-04-01,1214CA,116
2019-02-23,1009AA,100
2019-05-31,3423CA,1
2019-07-15,2212AA,3
2019-12-01,3448CA,50
2019-06-05,3053AA,38
2019-07-21,2044CA,4
2019-06-18,1956CA,1
2020-01-12,1497CA,8
2020-04-20,1161AA,50
2019-06-18,1497CA,3
2020-02-09,1499CA,2
2019-08-04,2326CA,88
2019-11-05,1497CA,70
2019-09-11,3138CA,4
2020-01-09,2326CA,40
2020-02-23,1921AA,1
2020-05-04,1964BA,1085
2019-10-28,1967BA,210
2019-07-14,3079BA,360
2020-05-09,3193AA,3
2019-07-21,2315BA,77
2019-07-16,1907AA,2
2019-08-17,1624CA,10
2019-08-03,2508BA,1
2020-05-03,1582CA,1
2019-06-25,1382CA,10
2020-03-21,3143CA,3
2019-08-08,2021CA,5
2019-06-25,3413AA,2
2020-05-07,1624AA,2
2019-02-15,2054CA,25
2019-03-08,3404CA,2
2019-05-30,1511CA,10
2020-04-25,1193BA,137
2019-02-16,2867AA,18
2020-06-06,1193BA,41
2019-10-07,1009AA,610
2019-05-17,1163CA,90
2019-11-18,3570CA,48
2019-05-08,3399AA,2
2019-10-10,3027CA,1
2020-02-11,2025AA,20
2020-05-25,1601AA,1
2019-05-05,2876CA,1
2019-06-25,2953BA,30
2019-05-26,3404CA,8
2020-03-23,2935BA,3
2019-06-15,3345AA,20
2019-09-10,1497CA,70
2020-02-29,3250CA,200
2020-01-16,3138CA,1
2020-03-21,1499AA,20
2019-12-26,2867AA,5
2019-09-27,2173CA,1
2019-05-04,2342CA,63
2019-12-02,1126CA,410
2020-06-05,2170BA,5
2020-01-11,1993AA,185
2019-05-03,3193AA,1
2019-11-30,1486CA,10
2020-06-03,1511CA,4
2019-08-28,1464AA,2
2019-11-29,1993AA,3325
2020-05-18,2255CA,2
2019-06-12,2291AA,208
2020-01-31,3423CA,40
2020-03-15,3619CA,60
2020-03-12,2752AA,14
2019-09-15,3358BA,1
2019-08-19,3177CA,67.5
2019-08-21,2714CA,455
2019-06-29,1582CA,1
2019-04-25,1083AA,1292
2019-10-31,2189CA,3
2019-04-28,2041CA,4
2019-03-20,2515BA,347
2019-04-01,1009AA,305
2019-05-04,2977BA,2
2019-06-24,2331CA,40
2019-08-11,2935BA,4
2019-09-05,3462AA,60
2019-12-29,3570CA,21
2019-09-16,3177CA,56.25
2019-04-06,1624AA,1
2020-04-29,2501CA,36
2019-12-02,2930CA,35
2019-05-07,1224AA,50
2019-05-24,3556AA,2
2019-08-15,1906CA,2
2019-07-12,3365CA,2
2020-01-11,3358BA,1
2020-04-05,1161AA,100
2019-04-05,2646AA,31
2020-03-19,2336BA,15
2019-03-14,1708AA,3
2019-02-18,3494AA,1
2019-11-26,1992AA,2.5
2019-08-25,2930CA,1
2019-04-29,1499CA,2
2019-03-08,1379CA,7
2019-04-23,1445BA,1
2019-10-29,2317CA,385
2019-12-19,3125AA,5
2020-05-14,2066AA,1
2019-09-12,2342CA,9
2020-03-14,3143CA,3
2020-03-14,3138CA,3
2020-05-17,2930CA,1
2019-03-18,3512AA,500
2019-05-13,3576BA,3
2020-05-13,3533CA,200
2020-02-11,3143CA,12
2019-11-24,2803BA,613
2019-11-19,1130AA,1070
2020-04-18,3420AA,1
2019-02-03,2938CA,3
2019-08-06,3420AA,13
2019-03-14,1994AA,1067
2019-10-31,3079BA,6
2020-03-04,2555CA,6
2019-06-12,3193AA,14
2019-02-20,1908AA,1
2019-11-04,1317CA,1
2020-03-22,2923CA,4
2019-07-24,2956AA,2
2020-05-07,1445BA,2
2020-02-05,3619CA,473
2019-06-24,2729AA,40
2019-08-17,1193BA,57
2020-05-30,2935BA,22
2019-04-22,3533CA,4000
2019-11-07,1970CA,5
2019-12-15,1499CA,2
2019-10-14,2326CA,204
2020-05-29,1708AA,3
2019-05-06,2970CA,1
2019-08-26,2025AA,2
2020-01-13,1906CA,1
2020-04-12,2484BA,56
2020-03-27,1234BA,53
2020-01-23,2291AA,630
2020-04-15,2044CA,2
2019-02-08,2646AA,87
2019-07-18,2291AA,424
2019-02-21,2970CA,1
2020-02-29,1906CA,2
2019-05-25,1009AA,333
2019-06-02,2564BA,1200
2019-03-12,3551CA,158
2019-03-15,1630BA,15
2019-11-16,3423CA,1
2019-04-04,1193BA,19
2019-10-07,3007CA,2
2019-05-31,2315BA,99
2019-07-06,1266CA,1
2019-04-14,1956AA,1
2019-07-04,1083AA,1789
2019-11-23,3590BA,7
2019-03-26,3551CA,30
2019-06-01,2331CA,21
2019-12-14,1445BA,12
2019-09-15,1193BA,104
2019-05-31,2867AA,22
2019-12-11,2060AA,6
2020-03-11,2016CA,21
2019-03-31,3533CA,200
2019-05-25,2212AA,5
2020-04-17,1511CA,15
2019-07-13,2317CA,413
2020-02-16,1681CA,100
2019-02-19,2013AA,60
2020-01-10,1956CA,1
2019-10-02,2212AA,1
2019-05-11,1993AA,1455
2019-06-11,2317CA,90
2019-08-28,1385CA,9
2020-01-02,3461CA,1
2020-06-11,2317CA,75
2019-04-19,3365CA,1
2020-05-27,3461CA,1
2019-09-25,2021CA,5
2020-03-09,1499AA,61.4
2020-04-12,3138CA,3
2019-04-30,1009AA,305
2020-02-02,2763CA,863
2020-01-16,3407CA,1
2019-08-02,2291AA,943
2019-10-17,1906CA,1
2019-03-31,2458CA,5884
2019-12-09,3512AA,200
2020-04-07,1479CA,20
2020-04-09,1116CA,1004
2019-10-01,1379CA,166
2019-09-17,2013AA,235
2019-07-31,2291AA,99
2020-02-26,2189CA,753
2020-04-18,1403CA,2
2020-05-25,1695CA,1
2020-05-10,2867AA,13
2019-07-14,2988AA,1
2019-12-17,2501CA,1313
2019-05-20,2803BA,172
2020-03-25,1379CA,14
2019-11-28,3358BA,1
2019-09-01,1993AA,180
2019-03-30,2515BA,160
2019-06-20,1630BA,2
2019-10-16,1908AA,1
2020-01-26,2212CA,6
2019-08-11,1993AA,2060
2019-10-06,2041CA,2
2020-05-10,2317CA,918
2019-08-26,3399AA,1
2019-04-22,2956AA,13
2019-04-20,3556AA,20
2019-08-22,3404CA,4
2019-09-19,2646AA,38
2019-10-21,2212CA,7
2019-06-09,2564BA,70
2019-08-23,2953CA,1
2020-04-28,3576BA,13
2020-04-22,1624AA,2
2020-05-06,2317CA,500
2019-09-12,1130AA,158
2019-07-17,1956AA,1
2019-03-08,1945AA,1
2020-04-18,3502BA,6
2020-04-27,2729AA,81
2019-02-22,2234AA,4
2020-01-31,1161AA,38
2019-10-02,2317CA,1357
2020-03-07,3125AA,6
2020-01-11,2337CA,110
2019-02-22,2013AA,526.5
2020-05-10,2867AA,2
2019-06-16,2212AA,2
2020-01-17,3143CA,2
2019-05-20,2337CA,70
2019-05-22,2173CA,15
2019-12-17,2953BA,124
2020-02-11,3551CA,100
2019-10-07,1497CA,430
2019-09-30,1921AA,1
2020-02-18,1601AA,2
2019-09-23,1499CA,4
2019-04-14,1970CA,45
2019-06-08,1497CA,50
2019-11-04,2930CA,5
2019-05-01,1486CA,4
2019-02-18,2054CA,3
2020-02-18,2315BA,100
2019-06-05,1479CA,4
2019-05-08,2315BA,123.5
2019-02-09,2501CA,2000
2020-01-11,1382CA,20
2020-03-09,1330CA,1
2019-06-07,2564BA,90
2019-09-08,2752AA,105
2019-05-22,1601AA,8
2019-10-04,1385CA,8
2020-01-01,1964BA,530
2019-08-21,1601AA,2
2020-03-09,2013AA,230
2020-02-03,2331CA,21
2019-05-05,1993AA,75
2019-02-05,3494AA,102
2019-08-23,1126CA,5564
2019-09-07,1953AA,2
2019-02-02,3079BA,18
2020-01-25,2170BA,3
2019-07-10,1317CA,1
2019-11-27,3358BA,2
2019-12-03,3053AA,15
2019-11-10,3556AA,8
2019-10-17,1077CA,706
2020-03-09,2501CA,368
2019-04-05,3590BA,4
2019-05-23,1586CA,12
2019-04-18,1630BA,1
2019-05-12,1964BA,131
2020-05-16,2564BA,67
2019-12-21,1163CA,16
2020-01-07,3271CA,1
2019-02-19,2227AA,6
2020-03-17,3448CA,20
2020-03-30,2054CA,9
2020-04-11,1993AA,920
2019-06-06,2501CA,500
2019-04-29,2054CA,7
2019-10-23,1436BA,3
2020-02-15,3461CA,5
2019-09-04,3495CA,35
2020-02-19,2025AA,10
2019-09-05,1224AA,205
2019-09-15,1908AA,1
2020-04-23,1385CA,7
2020-05-18,3177CA,67.5
2019-06-05,2291AA,1364
2020-02-29,2621AA,12
2019-06-13,3570CA,10
2019-04-08,3053AA,5
2020-01-07,3556AA,12
2019-08-16,2956AA,7
2019-10-17,1993AA,200
2019-06-28,2265BA,4
2019-03-30,3461CA,1
2019-07-19,3079BA,30
2019-05-17,1385CA,7
2019-08-20,2508BA,1
2019-03-20,1601AA,1
2019-05-29,1445BA,2
2019-06-14,2315BA,50
2019-07-24,3025CA,1
2019-10-18,3084CA,1
2019-05-04,1511CA,10
2019-07-11,3025CA,1
2020-02-02,2621AA,8
2019-09-16,2483BA,64
2019-12-24,1445BA,1
2020-01-31,2515BA,211
2019-07-20,2348BA,1
2019-07-02,1479CA,3
2020-02-16,1956AA,1
2020-03-01,3053AA,12
2019-11-16,2044CA,7
2019-09-15,1382CA,15
2020-01-21,2935BA,33
2019-08-28,3407CA,7
2019-05-13,3495CA,5
2020-02-07,1367CA,1
2019-10-14,3495CA,20
2019-08-15,2317CA,1178
2019-02-04,2054CA,4
2019-12-30,1083AA,1741
2019-08-27,1956CA,1
2020-05-15,2498BA,1
2020-03-21,2229AA,3
2019-11-12,2564BA,62
2019-07-08,1130AA,529
2019-02-12,3495CA,280
2020-01-24,1967BA,35
2019-08-06,3420AA,1
2019-03-25,2564BA,42
2019-05-31,2930CA,1
2019-02-08,2727CA,582
2020-05-20,2953CA,1
2020-02-12,1624AA,10
2019-08-12,2938CA,7
2019-11-13,2189CA,6
2019-10-31,1206BA,1009
2019-03-01,2471CA,48500
2020-05-04,3138CA,2
2020-03-28,2606AA,2
2019-11-04,1206BA,270
2020-05-01,2060AA,1
2019-05-22,1497CA,210
2019-03-15,2265BA,1
2020-02-19,3551CA,1939
2019-06-22,2337CA,315
2020-01-21,3120BA,4
2019-10-04,2170BA,5
2020-03-16,1967BA,0.5
2019-07-12,2331CA,470
2020-04-28,3053AA,1
2019-02-23,2763CA,1207
2019-08-26,3404CA,10
2019-04-24,2953BA,50
2019-07-08,3551CA,200
2020-03-25,2317CA,1000
2019-12-15,2935BA,1
2019-04-18,3502BA,3
2020-01-04,3551CA,263
2019-10-15,2970CA,1
2020-03-28,1234BA,252
2019-09-17,2025AA,4
2019-05-17,3407CA,3
2019-06-02,3619CA,9956
2019-09-18,2923CA,22
2019-02-17,2515BA,267
2019-02-16,3533CA,950
2020-02-11,2337CA,100
2019-02-27,1956CA,1
2019-08-12,1908AA,1
2019-10-05,3413AA,436
2020-05-08,1907AA,1
2019-12-21,1907AA,1
2019-05-27,1695CA,1
2020-02-10,2066AA,1
2020-04-26,1993AA,20
2020-05-20,3576BA,4
2020-04-14,1497CA,35
2019-10-21,3132BA,1
2020-01-20,3132BA,1
2019-11-12,2565CA,1867
2020-03-15,3053AA,32
2019-08-16,1624AA,4
2019-11-10,3322AA,6900
2019-09-11,3570CA,4
2019-08-07,2054AA,60
2020-05-09,1681CA,21
2019-12-06,2876CA,6
2019-05-15,1083AA,3281
2019-10-13,1497CA,150
2019-09-13,3143CA,4
2019-09-20,2673BA,824
2019-09-04,1234BA,156
2019-09-24,2867AA,11
2019-03-16,2935BA,10
2019-11-09,3533CA,70
2019-07-30,3448CA,50
2020-03-13,1953AA,1
2019-05-01,1499CA,1
2019-02-24,2317CA,224
2019-05-25,3025CA,1
2020-05-22,2229AA,4
2019-05-06,2016CA,170
2020-01-23,2227AA,9
2019-12-23,3533CA,200
2019-03-14,3084CA,2
2020-03-08,2212CA,2
2020-04-12,1956CA,5
2020-04-17,1695CA,1
2019-09-26,3079BA,18
2019-03-29,1083AA,1500
2019-09-09,1163CA,300
2020-04-11,1497CA,70
2019-07-12,1630BA,5
2019-11-21,2053BA,3
2020-01-14,3027CA,1
2020-05-20,3533CA,300
2019-02-14,1464AA,4
2019-06-30,3345AA,4
2019-11-02,3404CA,2
2019-07-25,1009AA,20
2019-02-14,3494AA,50
2019-08-14,3533CA,100
2019-03-24,1083AA,1
2019-07-21,2938CA,6.6
2019-10-22,2060AA,2
2019-06-29,1479CA,5
2020-01-26,3423CA,1
2020-04-23,1695CA,1
2020-01-30,3448CA,30
2020-01-22,2053BA,8
2020-04-27,2053BA,12
2019-10-14,1379CA,1
2020-02-13,2060AA,12
2019-12-16,3378CA,900
2019-07-30,1009AA,160
2020-02-22,1624AA,1
2020-04-02,3413AA,1
2019-02-12,1497CA,57
2019-05-23,1695CA,8
2019-11-12,1953AA,1
2020-01-15,2867AA,46
2020-03-19,3502BA,10
2019-05-15,3399AA,5
2020-03-20,3420AA,3
2020-04-01,2501CA,100
2019-03-08,3138CA,1
2020-02-06,3413AA,2
2020-04-26,2763CA,46
2020-03-17,1445BA,17
2020-01-01,2988AA,3
2019-08-21,2621AA,77
2019-09-12,1077CA,3000
2019-07-27,3125AA,2
2020-02-02,2054AA,6
2020-04-13,3533CA,500
2019-03-09,2867AA,7
2019-02-24,2988AA,1
2019-09-30,2621AA,1
2019-04-20,1993AA,260
2020-05-12,2785BA,290
2019-03-03,1445BA,3
2020-04-21,3420AA,2
2020-04-22,2336BA,26
2019-11-27,3413AA,2
2020-01-30,3025CA,1
2019-04-07,3494AA,60
2019-10-07,3512AA,1000
2020-06-08,3404CA,2
2020-02-11,3404CA,8
2020-01-25,2508BA,1
2019-09-24,1967BA,135
2019-04-10,2923CA,5
2019-05-31,1630BA,2
2020-05-19,1695CA,1
2019-11-13,1265CA,1
2019-04-28,1499AA,20
2019-05-13,2606AA,2
2019-08-09,2317CA,100
2019-06-09,2053BA,19
2019-03-03,2803BA,338
2019-10-11,3495CA,5
2019-06-03,1497CA,115
2019-10-09,1445BA,1
2019-05-11,1624AA,1
2019-03-04,1379CA,8
2019-04-01,2930CA,1
2020-06-02,3345AA,4
2019-10-24,3193AA,5
2019-03-06,2646AA,6
2019-11-25,1161AA,39
2019-12-31,2227AA,1
2020-03-17,1967BA,125
2019-07-12,3143CA,2
2019-03-16,1255CA,1
2019-06-14,3413AA,20
2019-10-11,2021CA,3
2019-08-24,2227AA,11
2019-08-11,2925CA,6
2019-08-08,2508BA,1
2019-02-15,3502BA,35
2019-06-22,1571AA,5
2020-05-24,3576BA,6
2020-01-27,1956CA,1
2020-05-28,3576BA,5
2020-04-08,2876CA,1
2019-03-11,2714CA,225
2020-06-02,1193BA,288
2019-03-13,3512AA,1000
2019-12-13,3619CA,540
2020-02-25,3177CA,56.25
2019-09-15,1979AA,75
2019-10-09,3551CA,53
2020-04-29,1464AA,1
2019-07-05,1497CA,20
2020-04-24,2970CA,2
2020-02-18,1970CA,30
2019-04-08,2291AA,355
2019-12-20,1906CA,3
2020-01-20,1486CA,6
2019-08-20,2923CA,28
2019-07-26,2115CA,4
2019-05-13,1295CA,1
2020-04-30,2867AA,3
2019-10-29,1906CA,1
2019-07-29,2342CA,85
2020-02-09,1970CA,105
2019-09-18,3413AA,3
2019-12-12,3365CA,2
2020-04-29,1382CA,10
2019-05-31,2604CA,3
2019-08-29,3462AA,50
2019-09-13,2727CA,55
2020-01-04,1077CA,4197
2019-03-03,2212CA,1
2019-05-18,3407CA,3
2019-08-08,1486CA,1
2019-06-26,2229AA,2
2019-10-20,1445BA,1
2019-10-03,3250CA,450
2019-01-31,2471CA,2450
2019-07-29,1224AA,29
2019-04-28,1624AA,2
2019-09-30,1945AA,1
2020-02-10,1511CA,10
2020-04-25,1163CA,100
2019-05-23,3177CA,22.5
2019-07-12,3345AA,15
2020-01-18,2923CA,62
2019-03-29,1990AA,7.5
2019-12-09,3423CA,1
2019-02-04,2515BA,11
2019-07-07,2021CA,8
2019-04-13,3533CA,7000
2020-04-13,2513CA,1
2019-08-13,3053AA,10
2020-03-09,3502BA,7
2020-01-01,3533CA,250
2019-03-16,3619CA,3264
2019-08-23,2923CA,1
2019-12-17,2025AA,3
2019-04-25,2173CA,4
2019-05-03,3177CA,67.5
2019-12-21,3084CA,2
2020-06-13,3084CA,1
2019-12-30,1130AA,685
2019-12-07,2173CA,2
2020-04-19,2646AA,12
2020-04-03,2930CA,4
2020-01-22,2673BA,1030
2019-11-19,3533CA,50000
2019-04-23,3079BA,82
2019-09-02,3494AA,30
2020-03-01,2396CA,3724
2019-06-19,1945AA,1
2019-06-01,3404CA,10
2020-03-16,3556AA,6
2020-05-01,2317CA,145
2019-07-31,3345AA,5
2020-01-23,3413AA,25
2019-05-04,1953AA,1
2019-12-29,1993AA,135
2019-03-20,2229AA,2
2020-01-12,1486CA,7
2020-01-14,1964BA,25
2020-03-06,2212AA,2
2020-06-12,1967BA,160
2019-04-13,1499AA,20
2019-12-21,2170BA,2
2020-01-13,3160BA,4
2019-06-21,1379CA,8
2019-04-02,2234AA,1
2019-07-22,1486CA,3
2019-08-21,3143CA,3
2019-12-29,1499AA,20
2019-10-14,3533CA,336
2019-03-26,3551CA,50
2019-12-14,2564BA,105
2019-05-05,1650AA,10
2019-11-07,3084CA,27
2019-06-19,1445BA,1
2020-04-07,3407CA,10
2019-10-08,3556AA,40
2019-11-08,2956AA,9
2019-10-04,3250CA,300
2019-04-03,1953AA,1
2020-01-12,2803BA,13
2019-10-01,1486CA,4
2019-03-10,1953AA,1
2019-06-27,2867AA,44
2019-02-10,2564BA,250
2019-11-05,2501CA,912
2019-08-13,1497CA,52
2019-01-30,3590BA,25
2019-05-30,2487BA,3
2020-01-16,3177CA,67.5
2020-03-14,3512AA,8595
2020-04-24,2326CA,97
2020-06-13,1009AA,5
2019-10-25,2767AA,42
2019-07-08,2317CA,390
2019-08-09,1163CA,44
2019-02-02,2342CA,63
2019-12-30,3619CA,473
2019-09-11,1083AA,971
2020-03-23,3358BA,2
2019-02-05,1906CA,1
2019-05-31,1385CA,7
2020-05-22,1193BA,2021
2019-10-10,1193BA,74
2019-11-04,2498BA,1
2019-05-27,2066AA,1
2019-04-12,2053BA,9
2019-12-20,3462AA,100
2019-03-09,1499CA,1
2019-08-05,2729AA,131
2019-07-06,1992AA,190
2019-11-18,1964BA,805
2020-01-03,3420AA,8
2019-02-07,2956AA,6
2019-08-02,3399AA,16
2019-02-08,3075AA,2
2020-01-19,3120BA,5
2020-04-23,3079BA,528
2020-03-31,3053AA,13
2019-08-25,1993AA,2807
2019-05-13,3407CA,2
2020-01-04,2953CA,1
2020-04-05,2016CA,100
2020-02-24,1479CA,5
2020-06-07,3590BA,4
2019-03-28,3502BA,2
2019-12-21,1486CA,3
2020-01-05,2016CA,30
2019-11-08,1995AA,35
2019-04-25,3495CA,25
2020-05-08,2714CA,3212
2019-09-05,2867AA,9
2019-12-11,1497CA,120
2019-12-04,3502BA,2
2020-03-14,2348BA,1
2020-01-10,3461CA,2
2019-07-07,3075AA,2
2019-12-05,2317CA,1116
2019-05-01,3420AA,3
2020-05-22,1601AA,2
2019-11-30,2935BA,6
2019-10-01,3075AA,2
2019-07-12,2170BA,6
2019-07-10,2564BA,70
2019-11-16,1695CA,1
2019-10-10,2867AA,9
2019-08-27,2315BA,21
2019-07-18,1464AA,1
2019-06-19,1077CA,1943
2020-05-05,3027CA,1
2019-06-18,2337CA,11
2019-12-25,1317CA,1
2019-11-14,1464AA,2
2019-10-27,3079BA,12
2019-06-07,2291AA,275
2019-05-13,1745BA,3
2020-03-31,1077CA,315
2020-02-09,2953CA,1
2019-12-22,1511CA,7
2020-04-03,2317CA,5
2019-05-13,3619CA,3550
2019-08-29,1441AA,3
2019-02-09,1601AA,3
2019-06-15,3404CA,4
2020-02-11,2337CA,580
2019-10-13,3143CA,10
2019-09-29,2867AA,63
2020-01-30,2429BA,100
2019-07-16,2317CA,1500
2019-03-14,3494AA,40
2019-04-30,1601AA,5
2019-06-21,2752AA,124
2019-06-05,3143CA,3
2019-09-09,1083AA,8790
2020-03-10,3619CA,3800
2020-03-06,3533CA,7000
2019-10-02,2277AA,520
2020-01-22,1992AA,300
2019-12-18,3193AA,1
2019-07-30,2729AA,88
2020-03-02,1486CA,2
2019-08-19,1964BA,1
2020-04-16,3079BA,220
2019-11-14,1953AA,1
2019-12-19,1126CA,6742
2019-09-19,1379CA,12
2020-03-12,2956AA,6
2019-04-02,2315BA,59
2019-02-23,2953BA,100
2020-03-21,2200CA,13
2019-11-12,1741BA,3
2019-08-28,3423CA,5
2020-05-15,3533CA,12000
2019-06-22,3512AA,3675
2020-01-10,1126CA,500
2019-02-21,1436BA,10
2020-03-06,1161AA,86
2020-02-04,1077CA,150
2019-10-12,1906CA,2
2019-10-18,1582CA,1
2019-04-04,3399AA,5
2019-10-20,2331CA,180
2019-03-08,3399AA,1
2020-04-06,2096BA,2
2019-04-04,3079BA,408
2019-08-29,3079BA,14
2019-02-24,2013AA,200
